Ward2014 Code,Ward2014 Name,Year,Number of Farms,Number of lfa farms  ,Number of non lfa farms  ,Total area farmed in hectares  ,Average SO/farm   (€ '000 )  ,Total crops in hectares  ,Total grass & rough grazing in hectares  ,Total number of cattle  ,Total number of sheep  ,Total number of pigs  ,Total number of poultry ('000)  ,Number of farmers  ,Number of self employed,Number of spouses  ,Number of Other workers  ,Total number of Agricultural labour  
N08000303,Ballygomartin,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000310,Belmont,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000315,Central,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000319,Collin Glen,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000321,Cregagh,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000322,Duncairn,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000323,Dunmurry,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000327,Forth River,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000329,Garnerville,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000331,Hillfoot,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000332,Innisfayle,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000333,Knock,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000336,Legoniel,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000341,Orangefield,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000343,Poleglass,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000347,Shandon,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000350,Stewartstown (Belfast),2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000351,Stormont,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000354,Turf Lodge,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000356,Upper Malone,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000358,Windsor,2019,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
N08000401,Aghadowey,2019,165,50,115,"8,603",108,383,"7,958","16,082","13,662","1,786",265,212,135,54,95,361
N08000402,Altahullion,2019,97,63,34,"6,206",94,782,"5,400","8,104","16,922",17,0,135,83,30,42,207
N08000403,Atlantic,2019,3,0,3,156,51,16,141,117,513,0,0,3,3,3,3,7
N08000404,Ballycastle,2019,13,13,0,665,32,8,657,245,"3,865",0,0,15,5,6,6,27
N08000405,Ballykelly,2019,64,38,26,"3,557",80,971,"2,551","3,898","5,618",0,0,87,40,17,38,142
N08000406,Ballymoney East,2019,3,3,3,96,32,0,96,142,107,0,0,3,3,3,3,8
N08000407,Ballymoney North,2019,3,3,3,172,35,21,93,140,871,0,0,3,3,3,0,3
N08000408,Ballymoney South,2019,11,3,9,474,119,3,438,"1,014",120,0,16,14,10,3,3,19
N08000409,Castlerock,2019,13,3,12,872,157,51,805,"2,089",278,0,0,18,11,3,11,32
N08000410,Churchland,2019,3,3,3,129,117,0,129,295,126,0,0,3,3,0,3,5
N08000411,Clogh Mills,2019,116,76,40,"5,804",154,149,"5,590","8,248","9,290","12,555",509,151,88,38,52,241
N08000412,Coolessan,2019,3,0,3,107,112,0,107,209,257,0,0,3,3,0,3,5
N08000413,Dervock,2019,85,8,77,"4,707",152,579,"4,072","9,303","6,959",946,197,110,81,31,48,189
N08000414,Drumsurn,2019,54,17,37,"3,282",87,223,"3,039","4,765","11,583",2,0,72,54,14,25,111
N08000415,Dundooan,2019,109,10,99,"6,412",161,715,"5,618","15,263","5,547",0,199,156,108,41,87,284
N08000416,Dungiven,2019,89,85,3,"6,994",59,4,"6,925","3,042","29,025",0,78,115,65,27,61,203
N08000417,Dunloy,2019,108,61,47,"5,259",91,126,"4,927","8,622","12,748",360,86,144,92,31,52,227
N08000418,Feeny,2019,103,93,10,"7,583",44,64,"7,382","4,170","28,604",3,0,127,72,30,44,201
N08000419,Garvagh,2019,135,114,21,"7,406",44,128,"7,226","5,816","16,908",0,103,169,95,57,51,277
N08000420,Giant's Causeway,2019,126,93,33,"7,006",142,534,"6,282","14,379","12,866","1,941",241,172,116,33,61,266
N08000421,Greysteel,2019,74,55,19,"2,744",33,339,"2,360","2,689","5,628",150,0,83,46,8,21,112
N08000422,Greystone (Causeway Coast and Glens),2019,7,3,5,221,19,14,206,103,449,0,0,7,3,3,3,12
N08000423,Hopefield,2019,3,3,3,14,56,0,14,12,20,0,6,3,0,0,0,3
N08000424,Kilrea,2019,110,35,75,"4,301",65,126,"4,094","7,932","9,472","2,630",30,132,73,40,53,225
N08000425,Kinbane,2019,121,119,3,"6,391",87,256,"6,074","9,532","21,798",24,99,167,108,32,60,259
N08000426,Loughguile and Stranocum,2019,153,97,56,"7,457",112,326,"7,053","12,613","28,108",2,246,205,132,36,63,304
N08000427,Lurigethan,2019,87,84,3,"5,488",43,96,"5,359","1,661","21,568",0,114,103,52,19,39,161
N08000428,Macosquin,2019,103,52,51,"6,058",90,367,"5,648","8,849","15,397","2,812",0,144,87,39,45,228
N08000429,Magilligan,2019,138,83,55,"8,407",69,"1,525","6,685","9,556","21,338",60,1,178,102,34,71,283
N08000430,Mountsandel,2019,3,3,3,21,4,0,21,6,38,0,0,3,3,0,3,3
N08000431,Portrush and Dunluce,2019,16,13,3,"1,571",228,138,"1,426","3,689","1,512",0,0,26,19,6,7,39
N08000433,Quarry,2019,3,3,0,160,111,0,140,276,0,0,0,3,0,0,3,3
N08000434,Rasharkin,2019,132,63,69,"5,134",103,215,"4,853","10,734","7,122",4,227,170,100,42,68,280
N08000435,Roeside,2019,3,3,0,7,5,0,7,0,83,0,0,3,0,0,0,3
N08000436,Route,2019,39,5,34,"1,608",67,32,"1,526","3,109","2,172",0,19,48,26,14,17,79
N08000437,Torr Head and Rathlin,2019,212,208,3,"18,300",46,44,"18,020","7,210","84,828",27,11,268,165,57,104,429
N08000439,Waterside,2019,3,3,0,614,38,0,607,83,"1,112",0,0,6,3,3,3,9
N08000440,Windy Hall,2019,3,0,3,20,14,0,20,23,0,0,0,3,3,0,0,3
N08000501,Artigarvan,2019,76,52,24,"4,711",83,119,"4,545","6,401","13,668",0,0,100,57,24,43,167
N08000503,Ballymagroarty,2019,3,3,0,183,82,9,174,204,687,0,0,3,3,3,5,10
N08000506,Castlederg,2019,55,53,3,"2,092",65,4,"2,064","4,168","6,294",12,0,68,36,10,29,107
N08000507,Caw,2019,3,3,0,45,11,0,45,0,137,0,0,3,0,0,0,3
N08000508,City Walls,2019,3,0,3,35,25,18,13,0,0,0,0,3,0,0,0,3
N08000509,Claudy,2019,103,94,9,"4,797",31,101,"4,529","3,764","13,820",5,0,131,71,26,48,205
N08000510,Clondermot,2019,3,3,0,10,14,0,10,26,0,0,0,3,0,0,0,3
N08000511,Creggan,2019,3,0,3,20,17,0,20,20,63,0,0,3,3,0,0,3
N08000513,Culmore,2019,11,3,10,851,85,293,536,667,517,0,0,13,8,3,10,24
N08000514,Drumahoe,2019,7,3,3,202,16,9,192,134,350,0,0,7,3,0,3,9
N08000515,Dunnamanagh,2019,218,203,15,"12,824",65,337,"12,258","13,730","40,162",53,37,273,155,48,105,426
N08000516,Ebrington,2019,3,3,0,16,10,0,16,0,120,0,0,3,3,0,0,3
N08000517,Eglinton,2019,18,15,3,715,98,49,659,630,"1,687",1,0,20,9,3,15,37
N08000518,Enagh,2019,46,5,41,"2,948",114,899,"2,006","3,870","3,275",0,0,67,41,12,33,112
N08000519,Finn,2019,75,49,26,"4,080",141,122,"3,860","6,161","6,653","12,345",77,94,62,22,35,151
N08000521,Galliagh,2019,3,3,0,16,9,0,16,0,0,0,0,3,0,0,0,3
N08000522,Glenderg,2019,318,301,17,"13,743",55,28,"13,592","12,911","51,643","16,442",15,387,207,74,103,564
N08000523,Glenelly Valley,2019,316,286,30,"18,138",53,303,"17,640","13,365","60,117",837,137,392,242,85,143,620
N08000524,Kilfennan,2019,3,3,0,37,28,10,28,91,29,0,0,3,3,0,0,3
N08000525,Lisnagelvin,2019,3,3,0,17,13,0,17,22,0,0,0,3,0,0,0,3
N08000527,New Buildings,2019,3,3,3,54,26,0,54,133,0,0,0,3,3,0,0,3
N08000528,Newtownstewart,2019,118,69,49,"9,151",171,461,"7,024","14,915","12,186","1,269",144,149,97,36,92,277
N08000529,Northland,2019,3,3,0,18,10,0,18,13,0,0,0,3,3,0,0,3
N08000530,Park (Derry City and Strabane),2019,209,206,3,"12,153",50,80,"11,938","8,594","54,513",748,11,257,141,69,97,423
N08000531,Shantallow,2019,3,3,0,18,30,0,18,0,0,0,0,3,3,3,0,3
N08000533,Sheriff's Mountain,2019,20,10,10,"1,270",108,298,950,"1,648","1,368",0,0,26,20,10,20,56
N08000534,Sion Mills,2019,46,20,26,"1,911",150,170,"1,703","5,095",688,0,65,63,41,11,32,106
N08000535,Skeoge,2019,3,0,3,279,167,92,167,123,654,0,0,3,3,3,8,13
N08000536,Slievekirk,2019,96,59,37,"6,723",142,639,"5,999","13,472","13,982",45,27,127,81,32,67,226
N08000538,Strabane North,2019,10,5,5,323,17,7,312,357,281,0,0,10,5,3,8,20
N08000540,Victoria (Derry City and Strabane),2019,5,5,0,210,135,10,200,653,374,0,0,7,3,3,3,10
N08000601,Ballinamallard,2019,91,91,0,"3,386",44,11,"3,319","5,298","4,448",0,0,107,61,29,25,161
N08000602,Belcoo and Garrison,2019,254,253,3,"11,122",18,0,"10,992","7,712","4,036",3,0,293,140,70,56,419
N08000603,Belleek and Boa,2019,225,223,3,"9,801",30,0,"9,631","8,431","15,516",0,32,268,141,51,45,364
N08000604,Beragh,2019,133,84,49,"5,714",100,70,"5,409","11,179","9,385",15,102,173,98,32,60,265
N08000605,"Boho,Cleenish and Letterbreen",2019,217,216,3,"9,057",32,14,"8,881","9,169","8,005",3,16,251,127,61,73,385
N08000606,Brookeborough,2019,189,183,6,"7,582",70,12,"7,305","13,959","5,423","1,493",47,242,130,42,54,338
N08000607,Camowen,2019,11,6,5,670,140,8,639,"1,065",182,0,16,12,8,0,13,25
N08000608,Castlecoole,2019,10,9,3,471,21,10,247,288,96,8,0,10,3,3,6,19
N08000609,Coolnagard,2019,6,6,0,331,15,0,331,45,538,0,0,6,3,0,3,7
N08000610,Dergmoney,2019,6,5,3,183,112,0,180,75,520,0,70,6,3,0,3,7
N08000611,Derrygonnelly,2019,188,187,3,"9,432",45,52,"9,185","9,858","6,301",0,46,225,138,53,60,338
N08000612,Derrylin,2019,217,216,3,"7,456",40,7,"7,360","11,558","6,362",1,46,252,139,54,52,358
N08000613,Donagh,2019,160,157,3,"6,801",107,0,"6,776","10,754","2,667",0,571,185,106,37,55,277
N08000614,Dromore (Fermanagh and Omagh),2019,96,96,0,"3,987",76,46,"3,913","5,739","4,816",0,85,119,54,22,42,183
N08000615,Drumnakilly,2019,89,89,0,"3,307",42,0,"3,201","3,661","5,045",0,44,108,58,29,19,156
N08000616,Drumquin,2019,237,234,3,"10,338",39,47,"10,008","9,229","22,088","1,887",41,276,136,45,75,396
N08000617,Ederney and Kesh,2019,134,133,3,"5,588",31,0,"5,544","6,352","9,025",0,0,166,88,36,30,232
N08000618,Erne,2019,3,3,3,201,47,0,177,180,40,0,0,3,3,0,0,3
N08000619,Fairy Water,2019,188,174,14,"9,683",111,128,"9,249","16,286","17,505","9,591",109,242,162,70,84,396
N08000620,Fintona,2019,127,124,3,"4,723",100,34,"4,633","8,271","6,716","15,111",63,150,91,25,52,227
N08000621,Florence Court and Kinawley,2019,279,279,0,"12,007",36,15,"11,884","12,620","19,753",0,73,334,168,91,104,529
N08000622,Gortin,2019,118,106,12,"6,778",93,33,"6,597","9,415","21,379","3,214",62,143,87,36,78,257
N08000623,Gortrush,2019,7,3,3,328,59,13,244,283,863,0,0,9,3,3,3,14
N08000624,Irvinestown,2019,106,106,0,"3,407",46,0,"3,370","5,105","4,187","1,950",19,128,53,25,36,189
N08000625,Killyclogher,2019,3,3,0,73,8,0,73,0,127,0,0,3,3,0,0,3
N08000626,Lisbellaw,2019,105,103,3,"4,265",70,0,"4,194","7,981","3,142",1,0,119,66,29,51,199
N08000627,Lisnarrick,2019,86,86,0,"4,354",60,2,"4,230","5,671","6,590",0,23,109,60,25,32,166
N08000628,Lisnaskea,2019,17,17,0,362,13,0,356,401,288,0,0,17,9,3,3,22
N08000629,Maguiresbridge,2019,179,177,3,"6,863",63,1,"6,822","12,149","11,246",0,0,207,130,55,56,318
N08000630,Newtownbutler,2019,148,147,3,"6,199",79,0,"6,081","11,095","3,226",2,224,183,105,58,60,301
N08000631,Newtownsaville,2019,210,195,15,"7,787",72,0,"7,632","14,604","12,272","5,628",197,256,151,61,81,398
N08000632,Owenkillew,2019,258,258,0,"11,796",27,12,"11,582","7,286","30,534",0,43,306,164,71,64,441
N08000633,Portora,2019,6,6,0,658,33,0,658,209,"1,529",0,0,7,5,3,3,10
N08000634,Rosslea,2019,212,212,0,"6,493",38,14,"6,416","9,687","4,649",0,104,264,126,63,45,372
N08000635,Rossorry,2019,11,11,0,308,12,0,293,215,207,0,0,12,5,3,3,17
N08000636,Sixmilecross,2019,194,191,3,"7,950",64,1,"7,841","12,906","12,713",0,284,224,135,40,60,324
N08000637,Strule,2019,6,6,0,72,106,0,72,21,250,0,34,7,3,3,0,8
N08000638,Tempo,2019,179,177,3,"6,831",46,12,"6,680","9,332","7,029",491,30,228,123,39,41,308
N08000639,Termon,2019,181,180,3,"5,842",45,9,"5,682","6,920","3,236",0,336,204,108,38,48,290
N08000640,Trillick,2019,208,206,3,"6,927",50,0,"6,828","10,812","7,977",2,16,257,139,45,73,375
N08000701,Ballinderry,2019,57,8,49,"2,136",76,276,"1,836","3,264","2,926",194,132,71,43,18,45,134
N08000702,Ballyhanwood,2019,19,3,18,856,135,134,721,"1,542",936,47,0,36,28,5,40,81
N08000704,Ballymacbrennan,2019,82,22,60,"3,146",78,286,"2,734","5,936","7,734",1,120,102,51,28,39,169
N08000706,Beechill,2019,3,3,0,69,27,0,69,0,365,0,0,3,0,0,3,3
N08000707,Blaris,2019,12,0,12,532,83,263,264,309,49,0,0,15,5,3,7,24
N08000708,Cairnshill,2019,3,0,3,82,88,3,80,207,0,0,0,3,3,3,3,3
N08000709,Carrowreagh,2019,5,3,3,"1,199",310,193,"1,000",775,874,0,0,6,3,0,19,25
N08000710,Carryduff East,2019,23,3,22,808,68,39,762,"1,367",100,13,0,31,19,11,15,57
N08000711,Carryduff West,2019,5,0,5,311,163,27,283,"1,076",343,0,0,10,6,3,0,12
N08000712,Derryaghy,2019,6,5,3,172,15,0,172,126,59,0,0,7,3,3,3,10
N08000713,Dromara,2019,94,75,19,"3,651",67,70,"3,528","7,070","10,563","1,129",0,118,71,36,45,199
N08000714,Drumbo,2019,39,3,37,"1,614",117,137,"1,469","4,735",423,6,0,47,28,17,22,86
N08000715,Dundonald,2019,3,0,3,16,7,4,8,0,0,0,0,3,0,3,0,3
N08000718,Glenavy,2019,61,49,12,"2,161",60,105,"2,043","3,970","1,145",0,8,70,40,17,34,121
N08000720,Harmony Hill,2019,3,3,0,3,"2,300",0,1,0,0,"10,333",0,3,0,0,6,8
N08000721,Hilden,2019,3,3,3,29,13,0,29,47,0,0,0,3,3,0,0,3
N08000722,Hillhall,2019,9,3,8,435,106,86,349,567,216,"1,525",0,15,8,3,3,21
N08000723,Hillsborough,2019,44,3,43,"1,464",90,112,"1,341","3,191",749,"3,993",0,51,29,14,22,87
N08000724,Knockbracken,2019,3,0,3,372,262,160,207,663,0,0,0,8,7,3,5,15
N08000725,Knockmore,2019,3,3,3,185,315,0,185,541,0,0,0,3,3,0,3,6
N08000726,Lagan,2019,63,3,61,"3,133",136,855,"2,254","6,297","2,057",284,117,85,47,28,40,153
N08000728,Lambeg,2019,7,0,7,266,146,96,169,489,22,10,0,9,5,3,3,14
N08000730,Maghaberry,2019,42,3,41,"1,506",113,257,"1,233","2,215","1,458","3,808",183,52,34,11,24,87
N08000731,Magheralave,2019,3,0,3,1,88,0,0,0,0,0,0,3,3,3,3,3
N08000732,Maze,2019,15,0,15,798,92,252,530,"1,424",304,0,0,21,7,5,11,37
N08000733,Moira,2019,7,3,6,485,121,139,336,719,55,0,17,9,6,3,3,14
N08000734,Moneyreagh,2019,36,3,33,"1,907",130,207,"1,686","4,674","1,306",0,0,50,33,8,24,82
N08000735,Newtownbreda,2019,3,3,0,6,4,0,6,0,38,0,0,3,3,0,0,3
N08000736,Old Warren,2019,3,0,3,10,36,8,2,0,0,0,0,3,3,0,0,3
N08000737,Ravernet,2019,71,3,70,"2,348",94,257,"2,025","4,827","1,638","4,957",0,89,44,22,47,158
N08000738,Stonyford,2019,118,103,15,"5,070",54,74,"4,946","6,814","4,689",0,144,143,73,30,54,227
N08000739,Wallace Park,2019,3,3,0,19,11,0,19,15,28,0,0,3,0,0,0,3
N08000740,White Mountain,2019,11,9,3,461,53,11,442,671,29,0,0,13,5,6,9,28
N08000801,Academy,2019,3,0,3,102,79,21,81,99,46,0,27,3,3,0,3,5
N08000802,Ahoghill,2019,18,3,14,722,97,17,695,"1,580","1,384",515,23,20,13,8,5,33
N08000803,Ardeevin,2019,3,0,3,54,6,0,45,3,0,0,0,3,0,0,3,3
N08000804,Ballee and Harryville,2019,3,3,3,22,10,4,18,35,0,0,0,3,0,0,0,3
N08000805,Ballycarry and Glynn,2019,66,65,3,"2,982",69,14,"2,928","4,893","8,783",397,0,76,41,26,22,124
N08000806,Ballykeel,2019,3,3,0,1,233,0,0,0,0,0,4,3,0,0,0,3
N08000808,Braidwater,2019,3,3,3,18,14,1,17,0,116,0,0,3,3,3,3,5
N08000809,Broughshane,2019,33,16,17,"1,044",208,63,965,"2,230","2,850",0,272,40,22,7,49,96
N08000810,Burleigh Hill,2019,3,3,0,70,172,0,70,174,43,0,0,3,3,0,0,3
N08000811,Cairncastle,2019,50,49,3,"2,926",52,17,"2,851","1,812","17,989",0,24,62,36,16,28,106
N08000812,Carnlough and Glenarm,2019,153,151,3,"10,836",51,29,"10,752","6,851","42,369",43,52,174,107,44,85,303
N08000814,Castle Demesne,2019,3,3,0,6,3,0,6,5,0,0,0,3,0,0,0,3
N08000815,Craigyhill,2019,6,5,3,160,85,6,154,404,111,0,0,10,5,3,8,19
N08000816,Cullybackey,2019,3,3,3,33,10,0,33,63,0,0,0,3,0,3,0,3
N08000817,Curran and Inver,2019,3,3,0,11,3,0,6,0,16,0,0,3,0,0,0,3
N08000818,Fair Green,2019,3,3,0,6,7,0,6,24,48,0,0,3,0,0,0,3
N08000819,Galgorm,2019,16,3,12,329,16,1,325,407,928,0,0,17,3,6,3,27
N08000820,Gardenmore,2019,3,3,0,54,6,0,54,10,206,0,0,3,0,0,0,3
N08000821,Glenravel,2019,165,140,25,"7,697",84,90,"7,560","8,756","30,144",548,320,195,112,51,51,297
N08000822,Glenwhirry,2019,172,139,33,"8,426",69,93,"8,267","10,169","27,215","1,585",239,218,120,58,74,350
N08000824,Grange,2019,128,110,18,"5,181",106,107,"4,980","13,276","5,139",45,116,162,100,46,80,288
N08000825,Greenisland,2019,3,3,3,63,13,0,63,0,34,0,0,7,3,3,0,9
N08000826,Islandmagee,2019,47,45,3,"2,028",91,0,"2,018","3,719","6,109",7,15,51,28,16,34,101
N08000827,Kells,2019,38,25,13,"1,600",76,54,"1,543","2,657","5,381",0,56,48,28,14,29,91
N08000828,Kilroot,2019,17,17,0,801,55,0,761,983,"4,089",0,3,22,13,3,15,39
N08000829,Kilwaughter,2019,138,135,3,"8,113",108,55,"8,034","11,983","28,646","11,507",55,170,116,37,60,267
N08000830,Kirkinriola,2019,124,10,114,"4,769",126,73,"4,624","11,021","5,888",574,281,175,107,34,49,258
N08000831,Love Lane,2019,3,3,0,0,37,0,0,0,0,1,0,3,3,0,3,5
N08000832,Maine,2019,129,93,36,"4,454",112,153,"4,189","9,937","6,366",49,392,174,96,39,56,269
N08000833,Park (Mid and East Antrim),2019,3,3,3,92,28,0,88,186,150,0,0,3,3,0,3,5
N08000834,Portglenone,2019,99,63,36,"2,926",87,146,"2,732","6,750","3,570",0,274,120,64,28,41,189
N08000835,Slemish,2019,241,196,45,"14,799",83,123,"14,466","14,897","49,817",0,570,304,192,79,115,498
N08000838,Victoria (Mid and East Antrim),2019,3,3,0,115,27,0,115,22,481,0,0,3,3,3,3,6
N08000839,Whitehead South,2019,5,5,0,539,125,0,539,"1,064",702,0,1,7,5,3,3,12
N08000840,Woodburn,2019,95,92,3,"2,714",45,0,"2,683","3,657","10,868","1,661",35,113,55,30,46,189
N08000901,Ardboe,2019,103,76,27,"3,708",96,147,"3,543","8,897","1,347","2,169",212,136,77,19,40,195
N08000902,Augher and Clogher,2019,210,197,13,"7,129",130,100,"6,943","14,057","7,181","11,379","1,309",257,158,51,95,403
N08000903,Aughnacloy,2019,183,179,3,"5,969",96,12,"5,922","11,814","9,997",14,285,228,117,65,79,372
N08000904,Ballygawley,2019,190,190,0,"6,362",59,6,"6,278","11,851","6,294",864,212,218,116,39,58,315
N08000905,Ballymaguigan,2019,73,36,37,"2,488",68,151,"2,311","5,958","1,371","1,044",10,96,48,22,45,163
N08000906,Ballysaggart,2019,3,3,3,56,27,0,56,129,21,0,0,3,3,0,3,3
N08000907,Bellaghy,2019,121,113,8,"3,710",58,227,"3,451","7,252","1,911","4,755",29,147,73,21,41,209
N08000908,Caledon,2019,209,141,68,"7,800",158,270,"7,084","17,597","4,446","10,343","1,459",263,156,53,119,435
N08000909,Castlecaulfield,2019,114,94,20,"3,174",102,37,"3,109","6,730","3,409","6,108",515,137,65,23,48,208
N08000910,Castledawson,2019,65,37,28,"1,896",46,171,"1,662","3,517","1,999",350,10,80,36,12,40,132
N08000911,Coagh,2019,79,9,70,"2,832",158,171,"2,634","6,370","2,149","26,297",58,100,56,24,44,168
N08000912,Coalisland North,2019,32,5,27,650,56,6,640,"1,430",462,0,38,38,9,3,10,50
N08000913,Coalisland South,2019,9,3,5,162,40,0,162,240,0,0,14,12,5,3,3,18
N08000914,Cookstown East,2019,15,5,10,297,54,17,278,596,491,1,14,17,5,3,3,24
N08000915,Cookstown South,2019,5,3,3,52,7,0,52,35,244,0,0,5,3,3,0,6
N08000916,Cookstown West,2019,7,3,6,201,48,0,200,408,16,0,0,12,6,3,3,17
N08000917,Coolshinny,2019,136,50,86,"4,483",69,294,"4,120","8,818","8,014","6,072",58,163,93,40,39,242
N08000918,Donaghmore,2019,194,122,72,"5,734",141,119,"5,569","13,496","3,406","3,208","1,423",237,119,35,124,396
N08000919,Draperstown,2019,105,100,5,"7,521",25,15,"7,429","2,772","21,507",0,0,120,57,15,49,184
N08000920,Fivemiletown,2019,219,159,60,"10,447",168,37,"9,866","16,941","8,281","96,807",179,268,156,60,103,431
N08000921,Glebe (Mid Ulster),2019,3,3,3,204,18,0,188,89,205,0,0,5,3,3,3,8
N08000922,Killyman,2019,90,29,61,"2,880",75,70,"2,757","6,016","1,891",284,163,114,50,18,34,166
N08000923,Killymeal,2019,18,3,15,415,51,3,411,"1,231",191,0,0,18,8,6,5,29
N08000924,Lissan,2019,196,130,66,"6,943",79,220,"6,633","12,547","17,898","15,889",62,250,139,53,85,388
N08000925,Loughry,2019,37,11,26,"1,667",133,6,"1,643","3,377","2,291",566,230,46,25,11,21,78
N08000926,Lower Glenshane,2019,195,190,5,"9,080",41,58,"8,951","4,911","38,754",1,192,246,108,32,71,349
N08000927,Maghera,2019,13,7,6,323,39,0,323,658,924,0,0,16,8,3,5,22
N08000928,Moy,2019,89,3,86,"3,737",140,140,"3,508","8,055","1,916",465,635,109,57,17,42,168
N08000929,Moygashel,2019,11,5,6,208,338,0,199,564,0,0,356,14,10,3,3,18
N08000930,Mullaghmore,2019,11,3,9,194,25,15,178,345,265,120,0,13,3,3,3,19
N08000931,Oaklands,2019,258,229,29,"8,203",43,30,"8,092","11,770","12,536","1,781",123,312,152,58,84,454
N08000932,Pomeroy,2019,252,232,20,"6,565",82,58,"6,462","11,076","8,387","2,905","1,008",301,142,63,90,454
N08000933,Stewartstown (Mid Ulster),2019,140,10,130,"5,415",181,215,"5,171","14,824","4,897","34,350",358,189,115,26,63,278
N08000934,Swatragh,2019,175,165,10,"6,731",31,69,"6,592","6,936","19,783",1,36,218,96,35,62,315
N08000935,Tamlaght O'Crilly,2019,138,79,59,"3,698",51,157,"3,486","6,299","10,791","3,683",51,162,79,31,48,241
N08000936,The Loup,2019,124,6,118,"4,296",98,160,"4,068","11,343","2,959","6,035",51,151,93,28,57,236
N08000937,Tobermore,2019,127,72,55,"5,434",75,243,"4,988","9,135","12,526","3,288",16,163,100,37,47,247
N08000938,Town Parks East,2019,3,3,3,148,74,0,148,562,52,0,0,3,3,3,5,10
N08000939,Valley (Mid Ulster),2019,114,71,43,"3,900",87,212,"3,628","10,125","2,617",787,26,142,81,24,54,220
N08000940,Washing Bay,2019,77,53,24,"1,723",41,17,"1,691","3,776",275,0,25,94,36,12,32,138
N08001001,"Abbey (Newry, Mourne and Down)",2019,3,3,3,57,15,0,57,132,0,0,0,3,3,3,0,5
N08001002,Annalong,2019,106,77,29,"2,881",50,78,"2,800","5,176","12,168",713,1,141,68,27,61,229
N08001003,Ballybot,2019,3,3,0,32,75,0,32,212,0,0,0,3,3,0,3,3
N08001004,Ballydugan,2019,143,50,93,"5,001",47,536,"4,369","8,070","12,401","2,997",0,173,90,44,68,285
N08001005,Ballynahinch,2019,5,3,3,89,54,7,78,114,0,"1,000",0,5,3,3,3,7
N08001006,Ballyward,2019,308,271,37,"10,208",41,320,"9,756","15,473","35,009","2,853",10,378,176,90,94,562
N08001007,Bessbrook,2019,10,10,0,134,142,5,127,152,71,0,0,12,3,3,12,26
N08001008,Binnian,2019,116,71,45,"2,693",56,210,"2,479","5,499","10,851","4,293",0,150,75,39,46,235
N08001009,Burren,2019,62,57,5,"1,609",55,13,"1,508","2,895","4,195",737,1,87,47,12,28,127
N08001010,Camlough,2019,120,116,3,"3,258",54,21,"3,191","7,849","4,579",0,58,145,65,21,36,202
N08001011,Castlewellan,2019,73,65,8,"1,601",19,30,"1,553","1,973","4,206",0,0,92,30,19,26,137
N08001012,"Cathedral (Newry, Mourne and Down)",2019,6,3,5,186,14,8,173,70,281,0,0,6,3,3,3,11
N08001013,Crossgar and Killyleagh,2019,24,12,12,895,126,53,806,"1,143","1,318","9,219",0,30,15,5,16,51
N08001014,Crossmaglen,2019,171,166,5,"2,683",19,0,"2,654","6,235",689,0,0,192,63,29,22,243
N08001015,Damolly,2019,3,3,3,34,28,0,34,176,0,0,0,3,3,0,0,3
N08001016,Derryboy,2019,97,46,51,"4,065",92,379,"3,606","7,108","8,792","10,853",0,120,63,35,44,199
N08001017,Derryleckagh,2019,94,88,6,"2,061",35,21,"2,029","4,108","2,033","2,162",0,115,53,25,21,161
N08001018,Donard,2019,10,9,3,139,10,0,138,106,739,0,0,10,3,3,3,18
N08001019,Drumalane,2019,7,6,3,167,31,0,165,284,30,0,0,8,3,3,3,13
N08001020,Drumaness,2019,90,84,6,"2,632",51,28,"2,559","4,154","3,755",512,147,106,52,24,33,163
N08001021,Dundrum,2019,80,13,67,"3,215",75,572,"2,599","5,721","4,780",806,3,101,71,18,65,184
N08001022,Fathom,2019,117,114,3,"2,452",36,16,"2,421","4,975","5,195","3,057",31,128,53,15,30,173
N08001023,Forkhill,2019,137,135,3,"3,085",29,6,"3,045","5,764","2,995",97,0,157,65,32,57,246
